647;floating_harbor;4899.13;9.50;782.26;-0.46;4357
687;floating_harbor;1899.20;9.50;982.90;-0.17;4982
689;floating_harbor;1610.88;9.50;1150.18;-2.55;12304
691;floating_harbor;1840.00;9.50;1035.00;1.57;3284
692;floating_harbor;1866.36;9.50;1082.21;1.25;11350
694;floating_harbor;1852.95;9.50;1120.05;-2.36;9377
733;floating_harbor;4250.47;9.50;799.05;0.53;10321
740;floating_harbor;830.30;9.50;1723.21;-3.39;12272
741;floating_harbor;4423.87;9.50;808.74;-3.61;7432
745;floating_harbor;4697.05;9.50;1310.95;0.79;1150
763;floating_harbor;3111.00;9.50;1646.00;0.27;6332
773;floating_harbor;2952.25;9.50;694.16;-4.45;5036
790;floating_harbor;2716.00;9.50;1399.00;0.00;11707
792;floating_harbor;2765.88;9.50;1392.82;-0.59;740
797;floating_harbor;3262.16;9.50;1352.43;-1.25;9833
809;floating_harbor;3172.20;9.50;1677.60;-0.64;3525
811;floating_harbor;3171.00;9.50;1686.00;-2.54;185
852;floating_harbor;3015.00;9.50;1412.00;-4.15;11564
855;floating_harbor;3381.45;9.50;1050.54;-4.35;8092
856;floating_harbor;3461.29;9.50;922.06;-3.70;8073
2;floating_harbor;2989.05;9.50;1354.05;-3.93;11751
5;floating_harbor;3111.84;9.50;1614.40;-0.42;3380
7;floating_harbor;2872.05;9.50;1572.95;0.79;68
7;floating_harbor;2869.12;9.50;1566.82;0.59;3211
7;floating_harbor;2883.00;9.50;1587.00;0.00;3314
13;floating_harbor;3171.00;9.50;1686.00;-3.25;83
13;floating_harbor;3177.87;9.50;1690.74;-3.61;3174
14;floating_harbor;2730.18;9.50;1480.12;-4.12;3552
14;floating_harbor;2756.00;9.50;1464.00;-3.14;6536
14;floating_harbor;2745.80;9.50;1498.60;0.64;6572
14;floating_harbor;2759.63;9.50;1462.53;-3.82;9510
14;floating_harbor;2765.00;9.50;1497.00;0.00;9525
15;floating_harbor;2820.12;9.50;1521.82;0.59;485
15;floating_harbor;2793.13;9.50;1511.26;-0.46;3579
15;floating_harbor;2771.00;9.50;1506.00;1.57;6449
15;floating_harbor;2804.63;9.50;1511.86;0.20;6599
15;floating_harbor;2815.70;9.50;1519.79;-0.24;9434
15;floating_harbor;2775.18;9.50;1498.88;0.98;9550
19;floating_harbor;2769.00;9.50;1438.00;0.97;9737
21;floating_harbor;2884.05;9.50;1380.05;-3.93;11834
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
23;floating_harbor;2784.14;9.50;1426.63;-4.51;9597
29;floating_harbor;2842.00;9.50;1545.00;0.00;575
29;floating_harbor;2816.00;9.50;1519.00;-4.33;9500
30;floating_harbor;2763.74;9.50;1459.87;-4.25;11465
31;floating_harbor;2861.00;9.50;1380.00;-1.57;3946
35;floating_harbor;2866.13;9.50;1551.26;-0.46;480
36;floating_harbor;2889.79;9.50;1593.64;0.32;6336
36;floating_harbor;2901.01;9.50;1595.93;0.14;9335
63;floating_harbor;3019.00;9.50;1610.00;0.83;6334
63;floating_harbor;3040.40;9.50;1610.50;0.38;9334
63;floating_harbor;3052.85;9.50;1613.90;0.17;9361
63;floating_harbor;3079.30;9.50;1624.79;0.24;11343
101;floating_harbor;2002.65;9.50;1949.85;-3.64;10245
101;floating_harbor;2220.90;9.50;1981.06;-3.01;10636
101;floating_harbor;2076.85;9.50;1859.34;-3.45;12512
103;floating_harbor;3035.74;9.50;1410.13;1.11;11901
105;floating_harbor;3101.40;9.50;1354.50;-3.52;9809
113;floating_harbor;2697.95;9.50;1572.05;-2.36;285
113;floating_harbor;2725.00;9.50;1612.00;-1.57;3359
113;floating_harbor;2707.86;9.50;1591.37;-1.37;7377
124;floating_harbor;3109.79;9.50;1687.70;-1.33;408
127;floating_harbor;2816.95;9.50;1546.05;-2.36;3501
127;floating_harbor;2767.40;9.50;1538.50;-3.52;6489
127;floating_harbor;2774.12;9.50;1538.18;-3.73;9458
127;floating_harbor;2788.05;9.50;1540.05;-3.93;11446
134;floating_harbor;2633.36;9.50;1610.79;-4.39;9321
134;floating_harbor;2635.74;9.50;1598.87;-4.25;9369
137;floating_harbor;3368.00;9.50;1411.00;-3.14;9680
137;floating_harbor;3351.70;9.50;1440.79;-0.24;9718
138;floating_harbor;3048.00;9.50;1640.00;-3.14;11215
138;floating_harbor;3038.70;9.50;1639.21;-2.90;11327
146;floating_harbor;3246.10;9.50;1743.85;-4.55;9100
156;floating_harbor;3050.00;9.50;1309.00;1.57;3901
156;floating_harbor;3049.05;9.50;1283.05;-3.93;9990
156;floating_harbor;3045.14;9.50;1316.63;-4.51;10027
156;floating_harbor;3048.50;9.50;1302.60;1.19;12066
157;floating_harbor;3024.60;9.50;1391.20;-0.93;925
157;floating_harbor;3013.13;9.50;1401.26;-0.46;967
157;floating_harbor;3045.95;9.50;1364.95;-0.79;3966
157;floating_harbor;3036.95;9.50;1371.95;-0.79;6831
158;floating_harbor;2943.64;9.50;1401.79;-1.89;3772
158;floating_harbor;2949.00;9.50;1397.00;-3.14;6788
160;floating_harbor;3015.95;9.50;1428.05;-2.36;628
160;floating_harbor;3004.95;9.50;1420.87;-1.45;9582
161;floating_harbor;3003.26;9.50;1411.13;-1.11;782
161;floating_harbor;3006.00;9.50;1414.00;-1.57;6793
171;floating_harbor;2661.07;9.50;1372.99;1.43;9689
177;floating_harbor;2835.00;9.50;1303.00;-1.57;7114
177;floating_harbor;2842.36;9.50;1312.79;-4.39;9793
179;floating_harbor;2662.36;9.50;1293.21;1.25;980
179;floating_harbor;2663.74;9.50;1267.87;-4.25;3790
179;floating_harbor;2663.18;9.50;1286.88;0.98;3866
180;floating_harbor;2662.00;9.50;1347.00;1.57;9817
182;floating_harbor;3179.74;9.50;1231.87;-4.25;1164
182;floating_harbor;3208.00;9.50;1242.00;0.00;4170
182;floating_harbor;3191.12;9.50;1224.18;-3.73;9940
183;floating_harbor;3307.40;9.50;1221.80;-4.07;7193
195;floating_harbor;3232.00;9.50;1735.00;1.57;3151
196;floating_harbor;3300.00;9.50;1444.00;1.57;721
196;floating_harbor;3378.00;9.50;1440.00;-1.60;6771
197;floating_harbor;3295.00;9.50;1420.00;-3.75;3755
197;floating_harbor;3295.00;9.50;1420.00;-3.31;11546
200;floating_harbor;3372.95;9.50;1444.05;-2.36;9729
213;floating_harbor;3326.79;9.50;1902.70;-1.33;9162
213;floating_harbor;3391.30;9.50;1879.21;-3.39;9165
213;floating_harbor;3399.65;9.50;1958.23;-0.73;9179
213;floating_harbor;3445.95;9.50;1891.05;-2.36;9215
213;floating_harbor;3367.85;9.50;1884.10;-3.31;9217
213;floating_harbor;3450.26;9.50;1926.13;-1.11;11140
213;floating_harbor;3328.31;9.50;1977.56;-0.86;11183
268;floating_harbor;3485.26;9.50;837.87;-2.03;4985
269;floating_harbor;3505.54;9.50;824.55;0.36;10833
269;floating_harbor;3565.13;9.50;836.26;-0.46;10921
284;floating_harbor;5584.00;9.50;184.00;0.00;10710
284;floating_harbor;5558.79;9.50;208.64;0.32;12362
284;floating_harbor;5533.36;9.50;152.21;1.25;12604
284;floating_harbor;5549.40;9.50;131.00;-3.68;12617
296;floating_harbor;2560.11;9.50;835.75;-4.53;12747
297;floating_harbor;2949.00;9.50;705.00;-1.57;1903
298;floating_harbor;2629.24;9.50;749.02;-4.11;7959
315;floating_harbor;1567.79;9.50;1211.36;-3.46;10374
315;floating_harbor;1529.05;9.50;1223.05;-3.93;10498
317;floating_harbor;1504.82;9.50;1052.43;-1.80;1988
317;floating_harbor;1508.83;9.50;1083.48;-1.79;2075
318;floating_harbor;1658.14;9.50;1186.37;1.37;1594
318;floating_harbor;1650.87;9.50;1156.74;-3.61;1635
319;floating_harbor;1720.70;9.50;1157.21;-2.90;7660
332;floating_harbor;1882.00;9.50;1868.00;-2.10;1426
332;floating_harbor;1882.00;9.50;1868.00;0.50;4720
342;floating_harbor;3252.00;9.50;1256.00;-3.14;10122
344;floating_harbor;3363.05;9.50;1260.05;-3.93;806
345;floating_harbor;3344.92;9.50;1254.27;-2.86;10056
354;floating_harbor;3436.85;9.50;1349.90;0.17;3714
354;floating_harbor;3427.60;9.50;1349.50;-0.38;9932
355;floating_harbor;3404.70;9.50;1348.79;-0.24;975
355;floating_harbor;3375.13;9.50;1356.26;-0.46;11881
356;floating_harbor;3344.01;9.50;1365.93;0.14;3967
356;floating_harbor;3331.79;9.50;1366.64;0.32;3982
357;floating_harbor;1693.00;9.50;1552.00;-1.91;9847
357;floating_harbor;1695.70;9.50;1566.93;-2.19;11830
358;floating_harbor;1693.00;9.50;1552.00;-1.93;859
361;floating_harbor;1640.00;9.50;1516.00;-1.57;9786
362;floating_harbor;1616.00;9.50;1505.00;-1.57;6846
363;floating_harbor;1647.00;9.50;1457.00;-1.87;6943
364;floating_harbor;1552.08;9.50;1400.27;-3.42;7202
364;floating_harbor;1574.61;9.50;1414.73;-2.42;10047
365;floating_harbor;1541.37;9.50;1377.10;-2.00;1480
375;floating_harbor;1291.97;9.50;1316.70;-1.47;6785
375;floating_harbor;1326.61;9.50;1343.73;-2.42;10337
375;floating_harbor;1293.98;9.50;1302.50;-1.50;12369
378;floating_harbor;850.00;9.50;1496.00;-4.48;11658
378;floating_harbor;951.22;9.50;1407.88;-3.89;11757
385;floating_harbor;868.00;9.50;1662.60;1.03;10183
385;floating_harbor;857.57;9.50;1605.76;1.17;11495
385;floating_harbor;864.03;9.50;1643.30;-4.61;12211
386;floating_harbor;872.00;9.50;1723.00;0.67;7315
386;floating_harbor;872.00;9.50;1723.00;0.50;7386
386;floating_harbor;883.14;9.50;1706.63;-4.51;10157
386;floating_harbor;859.53;9.50;1708.08;0.52;10242
448;floating_harbor;3032.37;9.50;1194.86;-0.20;7209
448;floating_harbor;3048.37;9.50;1187.47;-0.67;9980
452;floating_harbor;3207.60;9.50;1176.00;-0.54;7079
452;floating_harbor;3217.21;9.50;1176.64;-0.32;9989
452;floating_harbor;3244.95;9.50;1167.95;-0.79;10061
452;floating_harbor;3249.52;9.50;1168.83;-0.22;11910
454;floating_harbor;3340.00;9.50;1103.00;-3.47;1015
454;floating_harbor;3339.00;9.50;1213.00;0.60;1065
454;floating_harbor;3343.74;9.50;1188.13;1.11;1201
454;floating_harbor;3338.05;9.50;1172.95;0.79;4088
457;floating_harbor;3338.58;9.50;1098.39;-1.22;12002
460;floating_harbor;2933.15;9.50;1272.90;-0.17;1160
460;floating_harbor;2891.21;9.50;1268.64;-0.32;4046
460;floating_harbor;2921.99;9.50;1274.93;-0.14;7081
460;floating_harbor;2874.30;9.50;1273.97;0.10;7166
460;floating_harbor;2904.15;9.50;1273.90;-0.17;10078
462;floating_harbor;2647.00;9.50;1163.00;1.57;1102
462;floating_harbor;2632.36;9.50;1126.21;1.25;5046
463;floating_harbor;499.00;9.50;1966.00;-1.57;4833
463;floating_harbor;522.32;9.50;1972.89;-4.41;4848
463;floating_harbor;243.02;9.50;2027.63;1.03;7855
463;floating_harbor;398.36;9.50;1907.21;1.25;7884
463;floating_harbor;435.20;9.50;1968.40;-2.50;10679
463;floating_harbor;277.00;10.03;1855.00;0.98;10694
463;floating_harbor;621.00;9.50;1954.00;1.57;10707
463;floating_harbor;382.55;9.50;1901.17;-2.92;12661
463;floating_harbor;212.00;9.50;1803.00;-2.25;13090
463;floating_harbor;456.85;9.50;1986.65;-4.21;13091
463;floating_harbor;726.07;9.50;1869.99;1.43;13202
465;floating_harbor;1783.00;9.70;1624.00;-3.57;1424
465;floating_harbor;1785.21;9.50;1639.36;-2.82;4285
465;floating_harbor;1771.30;9.50;1636.47;-2.48;4342
465;floating_harbor;1797.82;9.50;1690.88;-0.98;4432
468;floating_harbor;1800.00;9.50;1725.00;-1.14;1284
468;floating_harbor;1756.99;9.50;1724.70;0.29;4305
468;floating_harbor;1799.31;9.50;1701.44;-2.28;4422
468;floating_harbor;1800.00;9.50;1725.00;-1.12;7433
468;floating_harbor;1800.00;9.50;1725.00;-1.15;12149
471;floating_harbor;769.04;9.50;1837.33;-4.16;1799
474;floating_harbor;1378.64;9.50;1180.93;1.14;4904
474;floating_harbor;1446.59;9.50;1190.35;-1.23;4965
479;floating_harbor;1293.00;9.50;1281.00;-1.57;5015
479;floating_harbor;1286.82;9.50;1237.57;-1.34;5021
481;floating_harbor;1099.88;9.50;1283.60;-4.21;1945
481;floating_harbor;1120.30;9.50;1260.93;-4.09;8057
483;floating_harbor;1068.05;9.50;1322.05;-3.93;4908
483;floating_harbor;1084.27;9.50;1307.08;-4.43;4977
483;floating_harbor;1045.74;9.50;1345.87;-4.25;10848
493;floating_harbor;1601.40;9.50;1007.50;0.38;4969
493;floating_harbor;1648.29;9.50;1054.94;0.56;8056
493;floating_harbor;1592.18;9.50;962.88;0.98;10494
493;floating_harbor;1606.47;9.50;1013.51;1.20;10864
500;floating_harbor;2154.60;9.50;496.00;-2.60;8190
500;floating_harbor;2128.40;9.50;490.50;-3.52;10980
502;floating_harbor;1984.48;9.50;325.62;-2.45;7638
502;floating_harbor;1999.50;9.50;347.02;-3.07;10447
518;floating_harbor;5053.74;9.50;17.87;-4.25;2183
518;floating_harbor;5076.13;9.50;2.74;-2.68;2189
518;floating_harbor;5073.00;9.50;43.00;0.00;5181
518;floating_harbor;5090.47;9.50;11.63;-2.25;5187
518;floating_harbor;5064.26;9.50;41.13;-1.11;10665
519;floating_harbor;4898.15;9.50;162.10;-2.98;5183
519;floating_harbor;4852.99;9.50;172.07;-3.00;5197
519;floating_harbor;4951.53;9.50;154.63;-4.04;5225
519;floating_harbor;4944.00;9.50;133.00;1.57;7567
519;floating_harbor;4955.13;9.50;149.74;-2.68;8186
519;floating_harbor;4901.95;9.50;153.47;-4.18;8220
519;floating_harbor;4951.00;9.50;121.00;-3.71;10925
519;floating_harbor;4959.05;9.50;116.05;-3.93;12910
521;floating_harbor;5156.43;9.50;282.76;-1.17;4481
521;floating_harbor;5097.38;9.50;355.48;-0.88;4560
521;floating_harbor;5167.00;9.50;275.60;-1.03;7522
521;floating_harbor;5167.93;9.50;254.99;-1.43;7535
521;floating_harbor;5166.95;9.50;250.95;-0.79;7564
521;floating_harbor;5075.88;9.50;369.82;-0.59;7566
521;floating_harbor;5172.75;9.50;232.84;-1.30;10445
521;floating_harbor;5173.00;9.50;217.00;-1.57;10458
521;floating_harbor;5116.00;9.50;330.00;-1.57;10460
521;floating_harbor;5132.82;9.50;311.88;-0.98;10475
521;floating_harbor;5118.13;9.50;323.26;-0.46;10487
522;floating_harbor;4679.70;9.50;119.21;-2.90;8243
522;floating_harbor;4634.53;9.50;325.08;0.52;10971
526;floating_harbor;4823.95;9.50;1108.95;-0.79;1123
526;floating_harbor;4818.00;9.50;1117.00;1.39;7115
526;floating_harbor;4805.95;9.50;1087.95;-0.79;10124
530;floating_harbor;4878.00;9.50;1185.00;-3.14;11997
531;floating_harbor;4921.21;9.50;1246.64;-0.32;1136
531;floating_harbor;4945.64;9.50;1216.79;-1.89;4054
531;floating_harbor;4944.26;9.50;1224.87;-2.03;4142
531;floating_harbor;4910.00;9.50;1224.00;1.57;7072
531;floating_harbor;4908.00;9.50;1214.00;1.57;7113
531;floating_harbor;4916.20;9.50;1248.60;-0.64;9985
532;floating_harbor;4969.13;9.50;1222.74;-2.68;7087
532;floating_harbor;4975.70;9.50;1221.21;-2.90;7157
532;floating_harbor;4978.00;9.50;1209.00;-2.05;10125
536;floating_harbor;5016.29;9.50;1365.06;-3.70;10512
536;floating_harbor;5008.21;9.50;1397.70;1.33;12352
537;floating_harbor;5016.00;9.50;1476.00;1.57;1322
537;floating_harbor;5054.00;9.50;1494.40;-2.11;1820
539;floating_harbor;2944.08;9.50;648.94;-4.56;5139
543;floating_harbor;3550.41;9.50;252.19;-1.98;8246
543;floating_harbor;3569.89;9.50;314.22;-1.40;10993
543;floating_harbor;3490.00;9.50;341.00;1.57;11015
546;floating_harbor;3423.90;9.50;539.15;-1.41;2196
546;floating_harbor;3428.00;9.50;513.00;-1.57;8182
546;floating_harbor;3432.99;9.50;568.35;-1.52;8183
550;floating_harbor;3412.40;9.50;944.12;-0.51;5047
550;floating_harbor;3425.26;9.50;914.13;-1.11;5091
550;floating_harbor;3463.95;9.50;877.95;-0.79;8043
610;floating_harbor;4697.47;9.50;1330.63;-2.25;6837
629;floating_harbor;377.12;9.50;1019.18;-3.73;4180
629;floating_harbor;365.64;9.50;1040.21;-1.25;7112
629;floating_harbor;418.64;9.50;1018.21;-1.25;7195
629;floating_harbor;427.00;9.50;973.00;-3.14;10048
634;floating_harbor;5290.00;9.50;529.00;0.00;4252
634;floating_harbor;5231.00;9.50;500.00;1.50;4292
634;floating_harbor;5224.00;9.80;557.00;0.12;4378
634;floating_harbor;5319.95;9.50;477.05;-2.36;7437
634;floating_harbor;5224.00;9.80;557.00;-2.41;10234
634;floating_harbor;5305.52;9.50;474.17;-2.92;10291
634;floating_harbor;5269.82;9.50;512.12;-2.16;10319
635;floating_harbor;5394.00;9.50;402.00;-4.47;1237
635;floating_harbor;5390.74;9.50;291.87;-4.25;1263
635;floating_harbor;5412.87;9.50;318.26;0.46;4231
635;floating_harbor;5466.00;9.50;333.00;-2.18;4247
635;floating_harbor;5422.00;9.50;307.00;-0.69;4268
635;floating_harbor;5366.87;9.50;328.26;0.46;7264
635;floating_harbor;5388.20;9.50;319.60;-0.64;10160
635;floating_harbor;5422.99;9.50;409.70;0.29;12120
636;floating_harbor;5597.00;9.50;362.00;-1.57;4286
636;floating_harbor;5570.00;9.50;363.00;1.57;7302
637;floating_harbor;5292.89;9.50;1725.74;-0.27;1839
637;floating_harbor;5344.00;9.50;1658.00;-2.06;1863
637;floating_harbor;5206.05;9.50;1559.13;-4.59;4728
637;floating_harbor;5286.47;9.50;1595.92;-2.62;7878
637;floating_harbor;5380.00;9.50;1656.00;1.57;12207
639;floating_harbor;5520.00;9.50;662.00;0.00;4387
639;floating_harbor;5502.00;9.50;710.00;0.00;7393
639;floating_harbor;5534.00;9.50;636.00;0.00;13020
639;floating_harbor;5515.00;9.50;668.00;-1.57;13021
643;floating_harbor;5551.00;9.50;566.00;0.00;13054
643;floating_harbor;5593.13;9.50;514.74;-2.68;13055
643;floating_harbor;5596.00;9.50;501.00;-3.44;13056
647;floating_harbor;4899.13;9.50;782.26;-0.46;4357
667;floating_harbor;4738.26;9.50;520.13;-1.11;12151
667;floating_harbor;4651.30;9.50;503.21;-3.39;12162
667;floating_harbor;4665.05;9.50;502.95;0.79;12219
668;floating_harbor;4773.00;9.50;618.00;-3.98;7413
668;floating_harbor;4794.64;9.50;590.79;-1.89;7557
668;floating_harbor;4818.64;9.50;669.21;-1.25;10141
668;floating_harbor;4799.00;9.50;633.00;0.00;10342
669;floating_harbor;4877.00;9.50;562.00;-3.67;7585
669;floating_harbor;4965.27;9.50;541.08;-4.43;7627
669;floating_harbor;4981.55;9.50;622.46;-1.21;10369
669;floating_harbor;4994.87;9.50;505.74;-3.61;10505
669;floating_harbor;4899.82;9.50;640.88;-0.98;12315
669;floating_harbor;5001.70;9.50;617.79;-0.24;12371
669;floating_harbor;4885.70;9.50;584.21;-2.90;12386
687;floating_harbor;1899.20;9.50;982.90;-0.17;4982
689;floating_harbor;1610.88;9.50;1150.18;-2.55;12304
690;floating_harbor;1578.50;9.50;1306.60;1.19;4647
690;floating_harbor;1591.00;9.50;1279.00;1.16;7245
691;floating_harbor;1840.00;9.50;1035.00;1.57;3284
692;floating_harbor;1851.00;9.50;1087.00;0.00;379
692;floating_harbor;1836.00;9.50;1048.00;-3.61;11106
692;floating_harbor;1866.36;9.50;1082.21;1.25;11350
693;floating_harbor;1629.74;9.50;1245.13;1.11;1513
694;floating_harbor;1861.00;9.50;1104.00;-1.57;177
694;floating_harbor;1852.95;9.50;1120.05;-2.36;9377
724;floating_harbor;4372.64;9.50;837.79;-1.89;12220
724;floating_harbor;4339.30;9.50;772.21;-3.39;12230
733;floating_harbor;4250.47;9.50;799.05;0.53;10321
737;floating_harbor;5192.00;9.50;587.00;0.00;4421
737;floating_harbor;5188.26;9.50;584.13;-1.11;7251
737;floating_harbor;5172.82;9.50;553.12;-2.16;7324
737;floating_harbor;5112.00;9.50;624.00;-1.04;7339
737;floating_harbor;5129.00;9.50;540.00;-4.33;7352
737;floating_harbor;5178.87;9.50;584.74;-3.61;7412
737;floating_harbor;5188.86;9.50;570.63;-1.77;10166
737;floating_harbor;5169.12;9.50;555.18;-3.73;10206
740;floating_harbor;853.45;9.50;1708.54;-4.35;7259
740;floating_harbor;846.87;9.50;1714.74;-3.61;1214
740;floating_harbor;781.00;9.50;1754.00;1.45;12259
740;floating_harbor;830.30;9.50;1723.21;-3.39;12272
741;floating_harbor;4406.87;9.50;833.74;-3.61;1353
741;floating_harbor;4405.21;9.50;832.30;-4.47;4359
741;floating_harbor;4413.80;9.50;817.40;-3.79;7404
741;floating_harbor;4423.87;9.50;808.74;-3.61;7432
745;floating_harbor;4697.05;9.50;1310.95;0.79;1150
763;floating_harbor;3111.00;9.50;1646.00;0.87;348
763;floating_harbor;3111.00;9.50;1646.00;0.27;6332
773;floating_harbor;2952.25;9.50;694.16;-4.45;5036
790;floating_harbor;2728.70;9.50;1395.79;-0.24;6749
790;floating_harbor;2741.13;9.50;1394.26;-0.46;9703
790;floating_harbor;2701.37;9.50;1397.86;-0.20;9719
790;floating_harbor;2745.30;9.50;1396.79;0.24;11688
790;floating_harbor;2716.00;9.50;1399.00;0.00;11707
792;floating_harbor;2765.88;9.50;1392.82;-0.59;740
797;floating_harbor;3268.65;9.50;1350.43;-0.45;9833
809;floating_harbor;3172.20;9.50;1677.60;-0.64;3525
811;floating_harbor;3171.00;9.50;1686.00;-2.54;185
812;floating_harbor;3190.63;9.50;1730.86;0.20;3152
813;floating_harbor;3242.13;9.50;1728.26;-0.46;4640
813;floating_harbor;3217.15;9.50;1732.90;-0.17;11127
825;floating_harbor;3732.36;9.50;1952.80;0.24;11119
826;floating_harbor;3442.12;9.50;1372.18;-3.73;11617
849;floating_harbor;3095.95;9.50;1318.05;-2.36;6979
849;floating_harbor;3073.60;9.50;1351.00;-0.54;9784
849;floating_harbor;3075.00;9.50;1323.00;-3.14;11837
851;floating_harbor;2901.00;9.50;1375.00;-3.14;911
852;floating_harbor;3015.00;9.50;1412.00;-4.15;11564
855;floating_harbor;3365.87;9.50;1081.74;-3.61;1033
855;floating_harbor;3373.74;9.50;1067.87;-4.25;2095
855;floating_harbor;3381.45;9.50;1050.54;-4.35;8092
856;floating_harbor;3440.27;9.50;955.99;-4.10;1923
856;floating_harbor;3461.29;9.50;922.06;-3.70;8073
